acc_name,date,inflation_count,dgs2,dgs5,dgs10,spread,fomc,ticker,price_open,price_high,price_low,price_close,volume,price_adjusted,ret_adjusted_prices,ret_closing_prices,cumret_adjusted_prices
business,2022-07-28,23,2.85,2.69,2.68,-0.16999999999999993,0,SPY,401.890015,406.799988,398.149994,406.070007,73966600,406.070007,0.012542384518049454,0.012542384518049454,3.8932287475346343
business,2022-07-27,26,2.96,2.82,2.78,-0.18000000000000016,1,SPY,394.359985,402.880005,394.049988,401.040009,82342100,401.040009,0.02596636805880026,0.02596636805880026,3.845003238444913
business,2022-07-26,19,3.02,2.89,2.81,-0.20999999999999996,1,SPY,393.839996,394.059998,389.950012,390.890015,52946400,390.890015,-0.011831008208870508,-0.011831008208870508,3.747689357225156
business,2022-07-25,16,3,2.89,2.81,-0.18999999999999995,0,SPY,395.75,396.470001,393.209991,395.570007,53631500,395.570007,0.001214940911842266,0.001214940911842266,3.7925591557292155
business,2022-07-22,4,2.98,2.87,2.77,-0.20999999999999996,0,SPY,398.920013,400.179993,392.75,395.089996,72197300,395.089996,-0.009278098539324264,-0.009278098539324264,3.7879570117833
CBSNews,2022-07-29,2,2.89,2.7,2.67,-0.2200000000000002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBSNews,2022-07-28,3,2.85,2.69,2.68,-0.16999999999999993,0,SPY,401.890015,406.799988,398.149994,406.070007,73966600,406.070007,0.012542384518049454,0.012542384518049454,3.8932287475346343
CBSNews,2022-07-27,1,2.96,2.82,2.78,-0.18000000000000016,1,SPY,394.359985,402.880005,394.049988,401.040009,82342100,401.040009,0.02596636805880026,0.02596636805880026,3.845003238444913
CBSNews,2022-07-26,2,3.02,2.89,2.81,-0.20999999999999996,1,SPY,393.839996,394.059998,389.950012,390.890015,52946400,390.890015,-0.011831008208870508,-0.011831008208870508,3.747689357225156
CBSNews,2022-07-25,3,3,2.89,2.81,-0.18999999999999995,0,SPY,395.75,396.470001,393.209991,395.570007,53631500,395.570007,0.001214940911842266,0.001214940911842266,3.7925591557292155
CBSNews,2022-07-22,1,2.98,2.87,2.77,-0.20999999999999996,0,SPY,398.920013,400.179993,392.75,395.089996,72197300,395.089996,-0.009278098539324264,-0.009278098539324264,3.7879570117833
CBSNews,2022-07-21,2,3.1,3,2.91,-0.18999999999999995,0,SPY,394.160004,398.839996,391.630005,398.790009,64903900,398.790009,0.010183195562011083,0.010183195562011083,3.823431183058038
CBSNews,2022-07-20,3,3.25,3.18,3.04,-0.20999999999999996,0,SPY,392.470001,396.26001,391.029999,394.769989,71843800,394.769989,0.006373161521668225,0.006373161521668225,3.784888919015217
CBSNews,2022-07-19,1,3.23,3.14,3.01,-0.2200000000000002,0,SPY,386.079987,392.869995,385.390015,392.269989,78506000,392.269989,0.027019182290273003,0.027019182290273003,3.760919968585355
CBSNews,2022-07-18,1,3.15,3.06,2.96,-0.18999999999999995,0,SPY,388.380005,389.089996,380.660004,381.950012,63203600,381.950012,-0.008256933915081421,-0.008256933915081421,3.6619763617252303
CBSNews,2022-07-15,3,3.13,3.05,2.93,-0.19999999999999973,0,SPY,382.549988,385.25,380.540009,385.130005,79060400,385.130005,0.019105080372521677,0.019105080372521677,3.692464799558953
CBSNews,2022-07-14,5,3.15,3.06,2.96,-0.18999999999999995,0,SPY,373.609985,379.049988,371.040009,377.910004,89704800,377.910004,-0.0024284851557963005,-0.0024284851557963005,3.6232424611299323
CBSNews,2022-07-13,3,3.13,3.02,2.91,-0.21999999999999975,0,SPY,375.100006,381.920013,374.660004,378.829987,84224600,378.829987,-0.005251687283753692,-0.005251687283753692,3.6320628718992585
CBSNews,2022-07-12,1,3.03,3.01,2.96,-0.06999999999999984,0,SPY,383.649994,386.160004,378.98999,380.829987,62219200,380.829987,-0.0088489287735517,-0.0088489287735517,3.651238032243148
CBSNews,2022-07-08,1,3.12,3.13,3.09,-0.03000000000000025,0,SPY,387.269989,390.640015,385.660004,388.670013,72397800,388.670013,-8.225841492733865e-4,-8.225841492733865e-4,3.7264049100682786
CBSNews,2022-07-06,2,2.97,2.96,2.93,-0.040000000000000036,0,SPY,382.109985,385.869995,379.600006,383.25,70426200,383.25,0.0033773406388000193,0.0033773406388000193,3.6744401008977965
CBSNews,2022-07-05,2,2.82,2.82,2.82,0,0,SPY,375.880005,381.980011,372.899994,381.959991,81438000,381.959991,0.0018885767990919344,0.0018885767990919344,3.6620720361877663
CNBC,2022-07-29,7,2.89,2.7,2.67,-0.2200000000000002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CNBC,2022-07-28,8,2.85,2.69,2.68,-0.16999999999999993,0,SPY,401.890015,406.799988,398.149994,406.070007,73966600,406.070007,0.012542384518049454,0.012542384518049454,3.8932287475346343
CNBC,2022-07-27,14,2.96,2.82,2.78,-0.18000000000000016,1,SPY,394.359985,402.880005,394.049988,401.040009,82342100,401.040009,0.02596636805880026,0.02596636805880026,3.845003238444913
CNBC,2022-07-26,13,3.02,2.89,2.81,-0.20999999999999996,1,SPY,393.839996,394.059998,389.950012,390.890015,52946400,390.890015,-0.011831008208870508,-0.011831008208870508,3.747689357225156
CNBC,2022-07-25,12,3,2.89,2.81,-0.18999999999999995,0,SPY,395.75,396.470001,393.209991,395.570007,53631500,395.570007,0.001214940911842266,0.001214940911842266,3.7925591557292155
CNBC,2022-07-22,7,2.98,2.87,2.77,-0.20999999999999996,0,SPY,398.920013,400.179993,392.75,395.089996,72197300,395.089996,-0.009278098539324264,-0.009278098539324264,3.7879570117833
CNBC,2022-07-21,7,3.1,3,2.91,-0.18999999999999995,0,SPY,394.160004,398.839996,391.630005,398.790009,64903900,398.790009,0.010183195562011083,0.010183195562011083,3.823431183058038
CNBC,2022-07-20,12,3.25,3.18,3.04,-0.20999999999999996,0,SPY,392.470001,396.26001,391.029999,394.769989,71843800,394.769989,0.006373161521668225,0.006373161521668225,3.784888919015217
CNBC,2022-07-19,9,3.23,3.14,3.01,-0.2200000000000002,0,SPY,386.079987,392.869995,385.390015,392.269989,78506000,392.269989,0.027019182290273003,0.027019182290273003,3.760919968585355
CNBC,2022-07-18,8,3.15,3.06,2.96,-0.18999999999999995,0,SPY,388.380005,389.089996,380.660004,381.950012,63203600,381.950012,-0.008256933915081421,-0.008256933915081421,3.6619763617252303
CNETNews,2022-07-29,1,2.89,2.7,2.67,-0.2200000000000002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CNETNews,2022-07-25,1,3,2.89,2.81,-0.18999999999999995,0,SPY,395.75,396.470001,393.209991,395.570007,53631500,395.570007,0.001214940911842266,0.001214940911842266,3.7925591557292155
CNETNews,2022-07-14,1,3.15,3.06,2.96,-0.18999999999999995,0,SPY,373.609985,379.049988,371.040009,377.910004,89704800,377.910004,-0.0024284851557963005,-0.0024284851557963005,3.6232424611299323
CNETNews,2022-07-12,1,3.03,3.01,2.96,-0.06999999999999984,0,SPY,383.649994,386.160004,378.98999,380.829987,62219200,380.829987,-0.0088489287735517,-0.0088489287735517,3.651238032243148
CNETNews,2022-05-03,1,2.78,3.01,2.97,0.1900000000000004,1,SPY,415.01001,418.929993,413.359985,416.380005,100028200,414.589111,0.004584098698632966,0.00458404253420075,3.9749063401277707
CNETNews,2022-04-14,1,2.47,2.79,2.83,0.3599999999999999,0,SPY,443.549988,444.730011,437.679993,437.790009,97869500,435.907013,-0.012451756727967389,-0.012451758419398495,4.17929343465043
CNETNews,2022-04-13,1,2.37,2.66,2.7,0.33000000000000007,0,SPY,438.029999,444.109985,437.839996,443.309998,74070400,441.403259,0.011453542944709127,0.011453578445590473,4.23198913382016
CNETNews,2022-04-11,1,2.5,2.79,2.79,0.29000000000000004,0,SPY,444.109985,445,439.390015,439.920013,89770500,438.027863,-0.017092294803882746,-0.017092284738373875,4.199627254058099
CNN,2022-07-29,2,2.89,2.7,2.67,-0.2200000000000002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CNN,2022-07-28,4,2.85,2.69,2.68,-0.16999999999999993,0,SPY,401.890015,406.799988,398.149994,406.070007,73966600,406.070007,0.012542384518049454,0.012542384518049454,3.8932287475346343
CNN,2022-07-27,3,2.96,2.82,2.78,-0.18000000000000016,1,SPY,394.359985,402.880005,394.049988,401.040009,82342100,401.040009,0.02596636805880026,0.02596636805880026,3.845003238444913
CNN,2022-07-20,1,3.25,3.18,3.04,-0.20999999999999996,0,SPY,392.470001,396.26001,391.029999,394.769989,71843800,394.769989,0.006373161521668225,0.006373161521668225,3.784888919015217
CNN,2022-07-19,1,3.23,3.14,3.01,-0.2200000000000002,0,SPY,386.079987,392.869995,385.390015,392.269989,78506000,392.269989,0.027019182290273003,0.027019182290273003,3.760919968585355
CNN,2022-07-18,1,3.15,3.06,2.96,-0.18999999999999995,0,SPY,388.380005,389.089996,380.660004,381.950012,63203600,381.950012,-0.008256933915081421,-0.008256933915081421,3.6619763617252303
CNN,2022-07-14,1,3.15,3.06,2.96,-0.18999999999999995,0,SPY,373.609985,379.049988,371.040009,377.910004,89704800,377.910004,-0.0024284851557963005,-0.0024284851557963005,3.6232424611299323
CNN,2022-07-13,5,3.13,3.02,2.91,-0.21999999999999975,0,SPY,375.100006,381.920013,374.660004,378.829987,84224600,378.829987,-0.005251687283753692,-0.005251687283753692,3.6320628718992585
CNN,2022-07-12,1,3.03,3.01,2.96,-0.06999999999999984,0,SPY,383.649994,386.160004,378.98999,380.829987,62219200,380.829987,-0.0088489287735517,-0.0088489287735517,3.651238032243148
CNN,2022-07-08,5,3.12,3.13,3.09,-0.03000000000000025,0,SPY,387.269989,390.640015,385.660004,388.670013,72397800,388.670013,-8.225841492733865e-4,-8.225841492733865e-4,3.7264049100682786
CNN,2022-07-06,1,2.97,2.96,2.93,-0.040000000000000036,0,SPY,382.109985,385.869995,379.600006,383.25,70426200,383.25,0.0033773406388000193,0.0033773406388000193,3.6744401008977965
CNN,2022-07-05,1,2.82,2.82,2.82,0,0,SPY,375.880005,381.980011,372.899994,381.959991,81438000,381.959991,0.0018885767990919344,0.0018885767990919344,3.6620720361877663
CNN,2022-07-04,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CNN,2022-06-30,1,2.92,3.01,2.98,0.06000000000000005,0,SPY,376.23999,380.660004,372.559998,377.25,112508300,377.25,-0.0081242993965851,-0.0081242993965851,3.616914619866128
CNN,2022-06-28,1,3.1,3.25,3.2,0.10000000000000009,0,SPY,390.230011,393.160004,380.529999,380.649994,86548900,380.649994,-0.020432852316661254,-0.020432852316661254,3.649512334925259
CNN,2022-06-27,1,3.08,3.24,3.2,0.1200000000000001,0,SPY,391.049988,391.359985,387.440002,388.589996,66009600,388.589996,-0.0038197063414074917,-0.0038197063414074917,3.7256377406656602
CNN,2022-06-23,1,3.01,3.14,3.09,0.08000000000000007,0,SPY,376.640015,378.829987,372.890015,378.059998,79292100,378.059998,0.009802566449321537,0.009802566449321537,3.6246805406302434
CNN,2022-06-22,3,3.06,3.22,3.16,0.10000000000000009,0,SPY,370.619995,378.720001,370.179993,374.390015,90059400,374.390015,-0.0018129735444294415,-0.0018129735444294415,3.5894942843880697
FinancialTimes,2022-07-29,2,2.89,2.7,2.67,-0.2200000000000002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FinancialTimes,2022-07-27,3,2.96,2.82,2.78,-0.18000000000000016,1,SPY,394.359985,402.880005,394.049988,401.040009,82342100,401.040009,0.02596636805880026,0.02596636805880026,3.845003238444913
FinancialTimes,2022-07-26,3,3.02,2.89,2.81,-0.20999999999999996,1,SPY,393.839996,394.059998,389.950012,390.890015,52946400,390.890015,-0.011831008208870508,-0.011831008208870508,3.747689357225156
FinancialTimes,2022-07-25,3,3,2.89,2.81,-0.18999999999999995,0,SPY,395.75,396.470001,393.209991,395.570007,53631500,395.570007,0.001214940911842266,0.001214940911842266,3.7925591557292155
FinancialTimes,2022-07-22,5,2.98,2.87,2.77,-0.20999999999999996,0,SPY,398.920013,400.179993,392.75,395.089996,72197300,395.089996,-0.009278098539324264,-0.009278098539324264,3.7879570117833
FinancialTimes,2022-07-21,2,3.1,3,2.91,-0.18999999999999995,0,SPY,394.160004,398.839996,391.630005,398.790009,64903900,398.790009,0.010183195562011083,0.010183195562011083,3.823431183058038
FinancialTimes,2022-07-20,3,3.25,3.18,3.04,-0.20999999999999996,0,SPY,392.470001,396.26001,391.029999,394.769989,71843800,394.769989,0.006373161521668225,0.006373161521668225,3.784888919015217
FinancialTimes,2022-07-18,3,3.15,3.06,2.96,-0.18999999999999995,0,SPY,388.380005,389.089996,380.660004,381.950012,63203600,381.950012,-0.008256933915081421,-0.008256933915081421,3.6619763617252303
FinancialTimes,2022-07-15,2,3.13,3.05,2.93,-0.19999999999999973,0,SPY,382.549988,385.25,380.540009,385.130005,79060400,385.130005,0.019105080372521677,0.019105080372521677,3.692464799558953
FinancialTimes,2022-07-14,3,3.15,3.06,2.96,-0.18999999999999995,0,SPY,373.609985,379.049988,371.040009,377.910004,89704800,377.910004,-0.0024284851557963005,-0.0024284851557963005,3.6232424611299323
FinancialTimes,2022-07-13,3,3.13,3.02,2.91,-0.21999999999999975,0,SPY,375.100006,381.920013,374.660004,378.829987,84224600,378.829987,-0.005251687283753692,-0.005251687283753692,3.6320628718992585
FinancialTimes,2022-07-12,3,3.03,3.01,2.96,-0.06999999999999984,0,SPY,383.649994,386.160004,378.98999,380.829987,62219200,380.829987,-0.0088489287735517,-0.0088489287735517,3.651238032243148
FinancialTimes,2022-07-11,1,3.07,3.05,2.99,-0.07999999999999963,0,SPY,385.850006,386.869995,383.5,384.230011,58366900,384.230011,-0.011423577460296652,-0.011423577460296652,3.683836034929684
FinancialTimes,2022-07-08,1,3.12,3.13,3.09,-0.03000000000000025,0,SPY,387.269989,390.640015,385.660004,388.670013,72397800,388.670013,-8.225841492733865e-4,-8.225841492733865e-4,3.7264049100682786
FinancialTimes,2022-07-07,2,3.03,3.05,3.01,-0.020000000000000018,0,SPY,385.119995,389.829987,383.269989,388.98999,64525900,388.98999,0.0149771428571428,0.0149771428571428,3.729472715208957
FinancialTimes,2022-07-06,1,2.97,2.96,2.93,-0.040000000000000036,0,SPY,382.109985,385.869995,379.600006,383.25,70426200,383.25,0.0033773406388000193,0.0033773406388000193,3.6744401008977965
FinancialTimes,2022-07-05,2,2.82,2.82,2.82,0,0,SPY,375.880005,381.980011,372.899994,381.959991,81438000,381.959991,0.0018885767990919344,0.0018885767990919344,3.6620720361877663
FinancialTimes,2022-07-04,6,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FinancialTimes,2022-07-01,1,2.84,2.88,2.88,0.040000000000000036,0,SPY,376.559998,381.700012,373.799988,381.23999,74839700,381.23999,0.010576514247846225,0.010576514247846225,3.6551689688763855
FinancialTimes,2022-06-30,2,2.92,3.01,2.98,0.06000000000000005,0,SPY,376.23999,380.660004,372.559998,377.25,112508300,377.25,-0.0081242993965851,-0.0081242993965851,3.616914619866128
FinancialTimes,2022-06-29,4,3.06,3.15,3.1,0.040000000000000036,0,SPY,381.230011,382.269989,378.420013,380.339996,65676000,380.339996,-8.143911858304875e-4,-8.143911858304875e-4,3.6465402042471164
FinancialTimes,2022-06-28,3,3.1,3.25,3.2,0.10000000000000009,0,SPY,390.230011,393.160004,380.529999,380.649994,86548900,380.649994,-0.020432852316661254,-0.020432852316661254,3.649512334925259
FinancialTimes,2022-06-24,1,3.04,3.18,3.13,0.08999999999999986,0,SPY,381.399994,390.089996,381.369995,390.079987,98050300,390.079987,0.03179386622120228,0.03179386622120228,3.7399231488336366
FinancialTimes,2022-06-23,3,3.01,3.14,3.09,0.08000000000000007,0,SPY,376.640015,378.829987,372.890015,378.059998,79292100,378.059998,0.009802566449321537,0.009802566449321537,3.6246805406302434
FinancialTimes,2022-06-22,4,3.06,3.22,3.16,0.10000000000000009,0,SPY,370.619995,378.720001,370.179993,374.390015,90059400,374.390015,-0.0018129735444294415,-0.0018129735444294415,3.5894942843880697
FinancialTimes,2022-06-21,2,3.21,3.38,3.31,0.10000000000000009,0,SPY,371.890015,376.529999,371.809998,375.070007,76811900,375.070007,0.025173624822621532,0.025173624822621532,3.5960137622043504
FinancialTimes,2022-06-20,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FinancialTimes,2022-06-17,3,3.17,3.34,3.25,0.08000000000000007,0,SPY,365.51001,369.380005,362.170013,365.859985,111113900,365.859985,0.0021556976394074834,-0.0021546679747116437,3.5077119378939767
FinancialTimes,2022-06-16,4,3.14,3.35,3.28,0.13999999999999968,0,SPY,370.51001,370.940002,364.079987,366.649994,134473300,365.072998,-0.03309602211522489,-0.03309603798219296,3.500166636937198
FinancialTimes,2022-06-15,1,3.2,3.38,3.33,0.1299999999999999,1,SPY,377.359985,383.899994,372.119995,379.200012,125666800,377.569031,0.014256356999726716,0.0142563379551226,3.619973355155965
FinancialTimes,2022-06-14,2,3.45,3.61,3.49,0.040000000000000036,1,SPY,376.850006,377.940002,370.589996,373.869995,104011800,372.261932,-0.003013368820724005,-0.0030133466666666386,3.5690911180130174
FinancialTimes,2022-06-13,6,3.4,3.56,3.43,0.03000000000000025,0,SPY,379.850006,381.809998,373.299988,375,170004900,373.387085,-0.037968150094568,-0.0379681591986093,3.5798786126062216
FinancialTimes,2022-06-10,1,3.06,3.25,3.15,0.08999999999999986,0,SPY,394.880005,395.779999,389.75,389.799988,132893900,388.123413,-0.028995616628744614,-0.02899565051317432,3.721164338746295
FinancialTimes,2022-06-09,3,2.83,3.07,3.04,0.20999999999999996,0,SPY,409.339996,411.73999,401.440002,401.440002,86289800,399.713348,-0.023782916656260533,-0.02378288744763668,3.8322837697464225
FinancialTimes,2022-06-08,5,2.78,3.03,3.03,0.25,0,SPY,413.929993,415.820007,410.380005,411.220001,64350000,409.451294,-0.010872155967185715,-0.010872153530383177,3.925647107731491
FinancialTimes,2022-06-07,1,2.75,2.99,2.98,0.22999999999999998,0,SPY,408.100006,416.220001,407.609985,415.73999,59272400,413.951843,0.009592200222204417,0.009592221553874403,3.968796482086756
FinancialTimes,2022-06-06,1,2.73,3.03,3.04,0.31000000000000005,0,SPY,414.779999,416.609985,410.549988,411.790009,57508900,410.01886,0.0030447834173774613,0.00304477023577987,3.9310886922593604
FinancialTimes,2022-06-03,3,2.66,2.95,2.96,0.2999999999999998,0,SPY,412.399994,414.040009,409.51001,410.540009,71874300,408.774231,-0.016411482303661518,-0.016411523404554873,3.919155711937533
FinancialTimes,2022-06-02,1,2.65,2.92,2.92,0.27,0,SPY,409.420013,417.440002,407.040009,417.390015,79609600,415.594757,0.019043427951548786,0.019043480251407452,3.984548051777366
FinancialTimes,2022-06-01,3,2.66,2.94,2.94,0.2799999999999998,0,SPY,415.170013,416.23999,406.929993,409.589996,86585800,407.828308,-0.008088510772380264,-0.008088530880826617,3.910086599338546
FinancialTimes,2022-05-31,4,2.53,2.81,2.85,0.3200000000000003,0,SPY,413.549988,416.459991,410.029999,412.929993,95937000,411.153931,-0.00561093689522707,-0.005610983345109455,3.9419712764727093
Forbes,2022-07-29,4,2.89,2.7,2.67,-0.2200000000000002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Forbes,2022-07-28,18,2.85,2.69,2.68,-0.16999999999999993,0,SPY,401.890015,406.799988,398.149994,406.070007,73966600,406.070007,0.012542384518049454,0.012542384518049454,3.8932287475346343
Forbes,2022-07-27,1,2.96,2.82,2.78,-0.18000000000000016,1,SPY,394.359985,402.880005,394.049988,401.040009,82342100,401.040009,0.02596636805880026,0.02596636805880026,3.845003238444913
Forbes,2022-07-26,7,3.02,2.89,2.81,-0.20999999999999996,1,SPY,393.839996,394.059998,389.950012,390.890015,52946400,390.890015,-0.011831008208870508,-0.011831008208870508,3.747689357225156
Forbes,2022-07-25,10,3,2.89,2.81,-0.18999999999999995,0,SPY,395.75,396.470001,393.209991,395.570007,53631500,395.570007,0.001214940911842266,0.001214940911842266,3.7925591557292155
Forbes,2022-07-22,5,2.98,2.87,2.77,-0.20999999999999996,0,SPY,398.920013,400.179993,392.75,395.089996,72197300,395.089996,-0.009278098539324264,-0.009278098539324264,3.7879570117833
Forbes,2022-07-21,12,3.1,3,2.91,-0.18999999999999995,0,SPY,394.160004,398.839996,391.630005,398.790009,64903900,398.790009,0.010183195562011083,0.010183195562011083,3.823431183058038
Forbes,2022-07-20,9,3.25,3.18,3.04,-0.20999999999999996,0,SPY,392.470001,396.26001,391.029999,394.769989,71843800,394.769989,0.006373161521668225,0.006373161521668225,3.784888919015217
Forbes,2022-07-19,11,3.23,3.14,3.01,-0.2200000000000002,0,SPY,386.079987,392.869995,385.390015,392.269989,78506000,392.269989,0.027019182290273003,0.027019182290273003,3.760919968585355
Forbes,2022-07-18,4,3.15,3.06,2.96,-0.18999999999999995,0,SPY,388.380005,389.089996,380.660004,381.950012,63203600,381.950012,-0.008256933915081421,-0.008256933915081421,3.6619763617252303
Forbes,2022-07-15,8,3.13,3.05,2.93,-0.19999999999999973,0,SPY,382.549988,385.25,380.540009,385.130005,79060400,385.130005,0.019105080372521677,0.019105080372521677,3.692464799558953
Forbes,2022-07-14,3,3.15,3.06,2.96,-0.18999999999999995,0,SPY,373.609985,379.049988,371.040009,377.910004,89704800,377.910004,-0.0024284851557963005,-0.0024284851557963005,3.6232424611299323
FoxNews,2022-07-29,4,2.89,2.7,2.67,-0.2200000000000002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FoxNews,2022-07-28,7,2.85,2.69,2.68,-0.16999999999999993,0,SPY,401.890015,406.799988,398.149994,406.070007,73966600,406.070007,0.012542384518049454,0.012542384518049454,3.8932287475346343
FoxNews,2022-07-27,5,2.96,2.82,2.78,-0.18000000000000016,1,SPY,394.359985,402.880005,394.049988,401.040009,82342100,401.040009,0.02596636805880026,0.02596636805880026,3.845003238444913
FoxNews,2022-07-26,1,3.02,2.89,2.81,-0.20999999999999996,1,SPY,393.839996,394.059998,389.950012,390.890015,52946400,390.890015,-0.011831008208870508,-0.011831008208870508,3.747689357225156
FoxNews,2022-07-25,5,3,2.89,2.81,-0.18999999999999995,0,SPY,395.75,396.470001,393.209991,395.570007,53631500,395.570007,0.001214940911842266,0.001214940911842266,3.7925591557292155
FoxNews,2022-07-22,3,2.98,2.87,2.77,-0.20999999999999996,0,SPY,398.920013,400.179993,392.75,395.089996,72197300,395.089996,-0.009278098539324264,-0.009278098539324264,3.7879570117833
FoxNews,2022-07-21,2,3.1,3,2.91,-0.18999999999999995,0,SPY,394.160004,398.839996,391.630005,398.790009,64903900,398.790009,0.010183195562011083,0.010183195562011083,3.823431183058038
FoxNews,2022-07-19,1,3.23,3.14,3.01,-0.2200000000000002,0,SPY,386.079987,392.869995,385.390015,392.269989,78506000,392.269989,0.027019182290273003,0.027019182290273003,3.760919968585355
HuffPost,2022-07-29,1,2.89,2.7,2.67,-0.2200000000000002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HuffPost,2022-07-27,2,2.96,2.82,2.78,-0.18000000000000016,1,SPY,394.359985,402.880005,394.049988,401.040009,82342100,401.040009,0.02596636805880026,0.02596636805880026,3.845003238444913
HuffPost,2022-07-22,1,2.98,2.87,2.77,-0.20999999999999996,0,SPY,398.920013,400.179993,392.75,395.089996,72197300,395.089996,-0.009278098539324264,-0.009278098539324264,3.7879570117833
HuffPost,2022-07-21,1,3.1,3,2.91,-0.18999999999999995,0,SPY,394.160004,398.839996,391.630005,398.790009,64903900,398.790009,0.010183195562011083,0.010183195562011083,3.823431183058038
HuffPost,2022-07-13,2,3.13,3.02,2.91,-0.21999999999999975,0,SPY,375.100006,381.920013,374.660004,378.829987,84224600,378.829987,-0.005251687283753692,-0.005251687283753692,3.6320628718992585
HuffPost,2022-07-11,1,3.07,3.05,2.99,-0.07999999999999963,0,SPY,385.850006,386.869995,383.5,384.230011,58366900,384.230011,-0.011423577460296652,-0.011423577460296652,3.683836034929684
HuffPost,2022-07-08,1,3.12,3.13,3.09,-0.03000000000000025,0,SPY,387.269989,390.640015,385.660004,388.670013,72397800,388.670013,-8.225841492733865e-4,-8.225841492733865e-4,3.7264049100682786
latimes,2022-07-27,4,2.96,2.82,2.78,-0.18000000000000016,1,SPY,394.359985,402.880005,394.049988,401.040009,82342100,401.040009,0.02596636805880026,0.02596636805880026,3.845003238444913
latimes,2022-07-25,3,3,2.89,2.81,-0.18999999999999995,0,SPY,395.75,396.470001,393.209991,395.570007,53631500,395.570007,0.001214940911842266,0.001214940911842266,3.7925591557292155
latimes,2022-07-22,2,2.98,2.87,2.77,-0.20999999999999996,0,SPY,398.920013,400.179993,392.75,395.089996,72197300,395.089996,-0.009278098539324264,-0.009278098539324264,3.7879570117833
latimes,2022-07-20,2,3.25,3.18,3.04,-0.20999999999999996,0,SPY,392.470001,396.26001,391.029999,394.769989,71843800,394.769989,0.006373161521668225,0.006373161521668225,3.784888919015217
MarketWatch,2022-07-29,18,2.89,2.7,2.67,-0.2200000000000002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MarketWatch,2022-07-28,1,2.85,2.69,2.68,-0.16999999999999993,0,SPY,401.890015,406.799988,398.149994,406.070007,73966600,406.070007,0.012542384518049454,0.012542384518049454,3.8932287475346343
